Ruby bolts (e)
2015,03,01,300,162,0
2015,03,02,285,167,0
2015,03,03,275,172,0
2015,03,04,274,176,0
2015,03,05,276,181,0
2015,03,06,285,186,0
2015,03,07,296,191,0
2015,03,08,308,197,0
2015,03,09,322,203,0
2015,03,10,335,210,0
2015,03,11,325,216,0
2015,03,12,339,223,0
2015,03,13,356,230,0
2015,03,14,373,238,0
2015,03,15,388,246,0
2015,03,16,389,254,0
2015,03,17,397,263,0
2015,03,18,387,271,0
2015,03,19,373,279,0
2015,03,20,372,287,0
2015,03,21,368,295,0
2015,03,22,367,302,0
2015,03,23,376,310,0
2015,03,24,384,318,0
2015,03,25,391,327,0
2015,03,26,389,335,0
2015,03,27,384,343,0
2015,03,28,383,344,0
2015,03,29,382,346,0
2015,03,30,371,348,0
2015,03,31,353,350,0
2015,04,01,338,351,0
2015,04,02,332,353,0
2015,04,03,340,355,0
2015,04,04,342,358,0
2015,04,05,353,360,0
2015,04,06,367,362,0
2015,04,07,368,364,0
2015,04,08,358,366,0
2015,04,09,347,366,0
2015,04,10,352,367,0
2015,04,11,360,368,0
2015,04,12,371,368,0
2015,04,13,387,368,0
2015,04,14,383,368,0
2015,04,15,376,368,0
2015,04,16,375,367,0
2015,04,17,373,367,0
2015,04,18,370,367,0
2015,04,19,369,366,0
2015,04,20,372,367,0
2015,04,21,368,367,0
2015,04,22,370,366,0
2015,04,23,372,366,0
2015,04,24,376,366,0
2015,04,25,379,365,0
2015,04,26,389,365,0
2015,04,27,388,366,0
2015,04,28,384,366,0
2015,04,29,374,366,0
2015,04,30,363,366,0
2015,05,01,357,367,0
2015,05,02,356,367,0
2015,05,03,363,368,0
2015,05,04,371,369,0
2015,05,05,364,370,0
2015,05,06,360,369,0
2015,05,07,351,369,0
2015,05,08,347,368,0
2015,05,09,341,368,0
2015,05,10,336,368,0
2015,05,11,345,367,0
2015,05,12,353,367,0
2015,05,13,349,365,0
2015,05,14,349,364,0
2015,05,15,342,363,0
2015,05,16,341,362,0
2015,05,17,337,361,0
2015,05,18,346,360,0
2015,05,19,346,359,0
2015,05,20,346,358,0
2015,05,21,342,357,0
2015,05,22,341,356,0
2015,05,23,342,355,0
2015,05,24,353,355,0
2015,05,25,369,354,0
2015,05,26,384,354,0
2015,05,27,379,354,0
2015,05,28,363,353,0
2015,05,29,348,352,0
2015,05,30,346,352,0
2015,05,31,341,351,0
2015,06,01,344,351,0
2015,06,02,345,350,0
2015,06,03,341,349,0
2015,06,04,355,349,0
2015,06,05,371,349,0
2015,06,06,383,350,0
2015,06,07,387,352,0
2015,06,08,396,354,0
2015,06,09,384,355,0
2015,06,10,383,356,0
2015,06,11,394,358,0
2015,06,12,392,359,0
2015,06,13,382,360,0
2015,06,14,373,361,0
2015,06,15,379,363,0
2015,06,16,371,364,0
2015,06,17,366,364,0
2015,06,18,362,365,0
2015,06,19,366,366,0
2015,06,20,371,367,0
2015,06,21,365,367,0
2015,06,22,363,368,0
2015,06,23,365,368,0
2015,06,24,369,368,0
2015,06,25,366,368,0
2015,06,26,358,367,0
2015,06,27,355,367,0
2015,06,28,366,367,0
2015,06,29,358,368,0
2015,06,30,353,368,0
2015,07,01,356,369,0
2015,07,02,365,369,0
2015,07,03,378,371,0
2015,07,04,376,371,0
2015,07,05,384,372,0
2015,07,06,390,372,0
2015,07,07,403,372,0
2015,07,08,392,372,0
2015,07,09,381,372,0
2015,07,10,384,372,0
2015,07,11,373,372,0
2015,07,12,359,370,0
2015,07,13,370,370,0
2015,07,14,359,370,0
2015,07,15,357,369,0
2015,07,16,344,368,0
2015,07,17,353,368,0
2015,07,18,365,368,0
2015,07,19,358,367,0
2015,07,20,352,367,0
2015,07,21,337,366,0
2015,07,22,346,365,0
2015,07,23,346,365,0
2015,07,24,355,364,0
2015,07,25,360,364,0
2015,07,26,367,364,0
2015,07,27,371,365,0
2015,07,28,381,365,0
2015,07,29,384,366,0
2015,07,30,384,367,0
2015,07,31,372,368,404475
2015,08,01,366,368,517292
2015,08,02,364,367,85354
2015,08,03,361,367,39341
2015,08,04,358,366,437003
2015,08,05,353,365,49193
2015,08,06,351,363,610767
2015,08,07,348,361,540886
2015,08,08,342,360,773909
2015,08,09,339,359,90094
2015,08,10,351,358,585708
2015,08,11,364,358,784615
2015,08,12,369,358,340700
2015,08,13,361,358,499335
2015,08,14,356,358,930727
2015,08,15,348,358,343627
2015,08,16,349,358,683366
2015,08,17,352,358,650267
2015,08,18,362,358,519960
2015,08,19,381,359,66127
2015,08,20,399,361,468268
2015,08,21,388,362,743548
2015,08,22,389,364,669357
2015,08,23,378,364,20688
2015,08,24,373,365,898324
2015,08,25,370,365,240935
2015,08,26,374,365,649531
2015,08,27,378,365,202850
