Riyl remains
2015,03,01,700,94,0
2015,03,02,700,117,0
2015,03,03,700,140,0
2015,03,04,700,164,0
2015,03,05,700,187,0
2015,03,06,700,210,0
2015,03,07,700,234,0
2015,03,08,700,257,0
2015,03,09,700,280,0
2015,03,10,700,303,0
2015,03,11,700,327,0
2015,03,12,700,350,0
2015,03,13,700,373,0
2015,03,14,700,397,0
2015,03,15,700,420,0
2015,03,16,700,443,0
2015,03,17,700,467,0
2015,03,18,700,490,0
2015,03,19,700,513,0
2015,03,20,700,536,0
2015,03,21,700,560,0
2015,03,22,700,583,0
2015,03,23,700,606,0
2015,03,24,700,630,0
2015,03,25,700,653,0
2015,03,26,700,676,0
2015,03,27,700,700,0
2015,03,28,700,700,0
2015,03,29,700,700,0
2015,03,30,700,700,0
2015,03,31,700,700,0
2015,04,01,700,700,0
2015,04,02,700,700,0
2015,04,03,700,700,0
2015,04,04,700,700,0
2015,04,05,700,700,0
2015,04,06,700,700,0
2015,04,07,700,700,0
2015,04,08,700,700,0
2015,04,09,700,700,0
2015,04,10,700,700,0
2015,04,11,700,700,0
2015,04,12,700,700,0
2015,04,13,700,700,0
2015,04,14,700,700,0
2015,04,15,700,700,0
2015,04,16,700,700,0
2015,04,17,700,700,0
2015,04,18,700,700,0
2015,04,19,700,700,0
2015,04,20,700,700,0
2015,04,21,700,700,0
2015,04,22,700,700,0
2015,04,23,714,700,0
2015,04,24,714,700,0
2015,04,25,714,701,0
2015,04,26,714,701,0
2015,04,27,714,702,0
2015,04,28,714,702,0
2015,04,29,714,703,0
2015,04,30,714,703,0
2015,05,01,714,704,0
2015,05,02,714,704,0
2015,05,03,714,705,0
2015,05,04,714,705,0
2015,05,05,714,706,0
2015,05,06,714,706,0
2015,05,07,714,707,0
2015,05,08,714,707,0
2015,05,09,714,707,0
2015,05,10,714,708,0
2015,05,11,714,708,0
2015,05,12,714,709,0
2015,05,13,714,709,0
2015,05,14,714,710,0
2015,05,15,714,710,0
2015,05,16,714,711,0
2015,05,17,714,711,0
2015,05,18,714,712,0
2015,05,19,714,712,0
2015,05,20,714,713,0
2015,05,21,714,713,0
2015,05,22,714,714,0
2015,05,23,714,714,0
2015,05,24,714,714,0
2015,05,25,714,714,0
2015,05,26,714,714,0
2015,05,27,714,714,0
2015,05,28,714,714,0
2015,05,29,737,714,0
2015,05,30,737,715,0
2015,05,31,737,716,0
2015,06,01,737,717,0
2015,06,02,737,717,0
2015,06,03,737,718,0
2015,06,04,737,719,0
2015,06,05,737,720,0
2015,06,06,737,720,0
2015,06,07,737,721,0
2015,06,08,737,722,0
2015,06,09,737,723,0
2015,06,10,737,723,0
2015,06,11,737,724,0
2015,06,12,737,725,0
2015,06,13,737,726,0
2015,06,14,737,727,0
2015,06,15,737,727,0
2015,06,16,737,728,0
2015,06,17,737,729,0
2015,06,18,737,730,0
2015,06,19,737,730,0
2015,06,20,737,731,0
2015,06,21,737,732,0
2015,06,22,737,733,0
2015,06,23,737,733,0
2015,06,24,737,734,0
2015,06,25,737,735,0
2015,06,26,737,736,0
2015,06,27,737,737,0
2015,06,28,737,737,0
2015,06,29,737,737,0
2015,06,30,737,737,0
2015,07,01,737,737,0
2015,07,02,737,737,0
2015,07,03,737,737,0
2015,07,04,740,737,0
2015,07,05,740,737,0
2015,07,06,740,737,0
2015,07,07,740,737,0
2015,07,08,740,737,0
2015,07,09,740,737,0
2015,07,10,740,737,0
2015,07,11,740,737,0
2015,07,12,740,737,0
2015,07,13,740,738,0
2015,07,14,740,738,0
2015,07,15,740,738,0
2015,07,16,740,738,0
2015,07,17,740,738,0
2015,07,18,740,738,0
2015,07,19,740,738,0
2015,07,20,740,738,0
2015,07,21,740,738,0
2015,07,22,740,738,0
2015,07,23,740,739,0
2015,07,24,740,739,0
2015,07,25,740,739,0
2015,07,26,740,739,0
2015,07,27,740,739,0
2015,07,28,740,739,0
2015,07,29,740,739,0
2015,07,30,740,739,0
2015,07,31,740,739,5
2015,08,01,740,739,61
2015,08,02,740,740,29
2015,08,03,740,740,3
2015,08,04,740,740,5
2015,08,05,740,740,0
2015,08,06,740,740,21
2015,08,07,740,740,0
2015,08,08,740,740,6
2015,08,09,740,740,5
2015,08,10,740,740,12
2015,08,11,740,740,25
2015,08,12,740,740,75
2015,08,13,740,740,5
2015,08,14,740,740,144
2015,08,15,754,740,11
2015,08,16,754,740,50
2015,08,17,754,741,51
2015,08,18,754,741,26
2015,08,19,754,742,10
2015,08,20,754,742,24
2015,08,21,754,743,48
2015,08,22,754,743,26
2015,08,23,754,744,0
2015,08,24,754,744,6
2015,08,25,754,745,20
2015,08,26,754,745,53
2015,08,27,754,746,16
2015,08,28,754,746,165
2015,08,29,754,747,61
2015,08,30,754,747,17
2015,08,31,754,747,15
2015,09,01,754,748,7
2015,09,02,754,748,36
2015,09,03,754,749,63
2015,09,04,754,749,57
2015,09,05,754,750,57
2015,09,06,754,750,10
2015,09,07,754,751,83
2015,09,08,754,751,31
2015,09,09,754,752,0
2015,09,10,754,752,5
2015,09,11,754,753,11
2015,09,12,754,753,1
2015,09,13,754,754,0
2015,09,14,754,754,14
2015,09,15,754,754,32
2015,09,16,754,754,27
2015,09,17,754,754,2
2015,09,18,754,754,1
2015,09,19,754,754,12
2015,09,20,754,754,6
2015,09,21,754,754,17
2015,09,22,754,754,25
2015,09,23,754,754,12
2015,09,24,754,754,6
2015,09,25,754,754,10
2015,09,26,754,754,20
2015,09,27,754,754,7
2015,09,28,754,754,238
2015,09,29,754,754,13
2015,09,30,754,754,30
2015,10,01,754,754,7
2015,10,02,754,754,201
2015,10,03,754,754,20
2015,10,04,754,754,38
2015,10,05,754,754,24
2015,10,06,754,754,27
2015,10,07,754,754,19
2015,10,08,754,754,15
2015,10,09,754,754,12
2015,10,10,754,754,0
2015,10,11,754,754,0
2015,10,12,764,754,33
2015,10,13,764,754,46
2015,10,14,764,755,94
2015,10,15,764,755,19
2015,10,16,764,755,5
2015,10,17,764,756,0
2015,10,18,764,756,36
2015,10,19,764,756,35
2015,10,20,764,757,10
2015,10,21,764,757,0
2015,10,22,764,757,0
2015,10,23,764,758,19
2015,10,24,764,758,3
2015,10,25,764,758,7
2015,10,26,764,759,9
2015,10,27,764,759,0
2015,10,28,764,759,3
2015,10,29,764,760,7
2015,10,30,764,760,0
2015,10,31,764,760,5
2015,11,01,764,761,28
2015,11,02,764,761,186
2015,11,03,764,761,28
2015,11,04,764,762,0
2015,11,05,764,762,292
2015,11,06,764,762,575
2015,11,07,764,763,3
2015,11,08,764,763,1
2015,11,09,764,763,11
2015,11,10,764,764,4
2015,11,11,764,764,0
2015,11,12,764,764,78
2015,11,13,764,764,1
2015,11,14,764,764,39
2015,11,15,764,764,0
2015,11,16,764,764,0
2015,11,17,764,764,12
2015,11,18,764,764,8
2015,11,19,764,764,51
2015,11,20,764,764,3
2015,11,21,764,764,2
2015,11,22,764,764,0
2015,11,23,764,764,3
2015,11,24,764,764,0
2015,11,25,764,764,2
2015,11,26,764,764,6
2015,11,27,764,764,5
2015,11,28,764,764,6
2015,11,29,764,764,0
2015,11,30,764,764,40
2015,12,01,764,764,3
2015,12,02,764,764,0
2015,12,03,764,764,24
2015,12,04,764,764,92
2015,12,05,764,764,0
2015,12,06,764,764,0
2015,12,07,764,764,52
2015,12,08,764,764,0
2015,12,09,764,764,2
2015,12,10,764,764,68
2015,12,11,764,764,47
2015,12,12,764,764,0
2015,12,13,764,764,8
2015,12,14,764,764,4
2015,12,15,764,764,2
2015,12,16,764,764,6
2015,12,17,788,764,17
2015,12,18,788,765,54
2015,12,19,788,766,17
2015,12,20,788,767,17
2015,12,21,788,768,24
2015,12,22,788,768,5
2015,12,23,788,769,4
2015,12,24,788,770,9
2015,12,25,788,771,29
2015,12,26,788,772,57
2015,12,27,788,772,40
2015,12,28,788,773,27
2015,12,29,788,774,22
2015,12,30,788,775,7
2015,12,31,788,776,8
2016,01,01,788,776,14
2016,01,02,788,777,155
2016,01,03,788,778,121
2016,01,04,788,779,87
2016,01,05,788,780,91
2016,01,06,788,780,3
2016,01,07,788,781,124
2016,01,08,788,782,0
